Tweet_Num,Step 2 Prob,Step 2 Result
13650,0.979443777,entity_directed_hostility
13662,0.994449385,entity_directed_hostility
13686,0.980807512,entity_directed_hostility
13713,0.943954059,entity_directed_hostility
13726,0.827291565,entity_directed_hostility
13728,0.959334306,entity_directed_hostility
13755,0.949119989,entity_directed_hostility
13756,0.978334195,entity_directed_hostility
13768,0.956518359,entity_directed_hostility
13826,0.986992631,entity_directed_hostility
13838,0.834455406,entity_directed_hostility
13864,0.995433956,entity_directed_hostility
13875,0.804744802,entity_directed_hostility
13877,0.840969931,entity_directed_hostility
13927,0.997477372,entity_directed_hostility
13975,0.937357562,entity_directed_hostility
14029,0.995046156,entity_directed_hostility
14031,0.826021868,entity_directed_hostility
14048,0.99610342,entity_directed_hostility
14053,0.856602484,entity_directed_hostility
14066,0.90431052,entity_directed_hostility
14073,0.994564839,entity_directed_hostility
14088,0.822088099,entity_directed_hostility
14115,0.983844815,entity_directed_hostility
14128,0.945062776,entity_directed_hostility
14139,0.991450064,entity_directed_hostility
14218,0.976902425,entity_directed_hostility
14272,0.847954994,entity_directed_hostility
14274,0.926398445,entity_directed_hostility
14283,0.96337331,entity_directed_hostility
14360,0.873464696,entity_directed_hostility
14390,0.99359688,entity_directed_hostility
14400,0.847243118,entity_directed_hostility
14403,0.97434513,entity_directed_hostility
14424,0.98700248,entity_directed_hostility
14427,0.912819821,entity_directed_hostility
14435,0.979426447,entity_directed_hostility
14445,0.832747411,entity_directed_hostility
14456,0.994264165,entity_directed_hostility
14511,0.959953079,entity_directed_hostility
14523,0.986604518,entity_directed_hostility
14524,0.960629264,entity_directed_hostility
14526,0.957785495,entity_directed_hostility
14552,0.841367752,entity_directed_hostility
14567,0.978419891,entity_directed_hostility
14571,0.979643238,entity_directed_hostility
14575,0.979254128,entity_directed_hostility
14629,0.954234018,entity_directed_hostility
14698,0.922418457,entity_directed_hostility
14722,0.944624174,entity_directed_hostility
14732,0.941996687,entity_directed_hostility
14760,0.96793992,entity_directed_hostility
14816,0.802692396,entity_directed_hostility
14864,0.974208232,entity_directed_hostility
14924,0.878812603,entity_directed_hostility
14933,0.996089295,entity_directed_hostility
14964,0.928217299,entity_directed_hostility
14979,0.94728761,entity_directed_hostility
14980,0.96823758,entity_directed_hostility
15007,0.986297173,entity_directed_hostility
15028,0.842937604,entity_directed_hostility
15045,0.955362123,entity_directed_hostility
15049,0.830203488,entity_directed_hostility
15083,0.951940701,entity_directed_hostility
15087,0.986017661,entity_directed_hostility
15091,0.986072647,entity_directed_hostility
15092,0.988773667,entity_directed_hostility
15100,0.898070933,entity_directed_hostility
15115,0.919875184,entity_directed_hostility
15149,0.953692598,entity_directed_hostility
15173,0.97401127,entity_directed_hostility
15184,0.998009964,entity_directed_hostility
15212,0.929417026,entity_directed_hostility
15214,0.90300092,entity_directed_hostility
15237,0.865945694,entity_directed_hostility
15238,0.984434337,entity_directed_hostility
15244,0.98325538,entity_directed_hostility
15275,0.934701037,entity_directed_hostility
15305,0.971869452,entity_directed_hostility
15401,0.88723989,entity_directed_hostility
15420,0.960050188,entity_directed_hostility
15444,0.889171044,entity_directed_hostility
